author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,visibility_status,ranking
Zena G,/gp/profile/amzn1.account.AHNJLRJX6XPBXC55L7DNSCTLP5XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,My 4yr old loves it,Great,Verified Purchase,3 people found this helpful,,311,74,Public,1989907
Amber Scheidel,/gp/profile/amzn1.account.AFYINPCBFT36XNLQGNYDOF5GPUOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,1.0 out of 5 stars,My son didn't like it,My son didn't like it,Verified Purchase,6 people found this helpful,,1722,442,Public,83853565
Boo Boo,/gp/profile/amzn1.account.AEXKOXQR5QNJO3KZNFM7GID6MQIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Was ok,I guess it...,Verified Purchase,24 people found this helpful,,47,68,Public,83727540
Maria Teresa,,"Reviewed in Italy on August 30, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Il fumetto preferito dei miei bimbi. Bello e fatto bene.,Bello,Verified Purchase,5 people found this helpful,,,,,
Serge,,"Reviewed in France on April 29, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,3.0 out of 5 stars,tranquille,tranquillité,Verified Purchase,One person found this helpful,,,,,
Omer,,"Reviewed in Italy on May 2, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,4.0 out of 5 stars,"PJ Masks: Moonlight Heroes .Ho scaricato questa app per curiosità. E’ un’applicazione / gioco scaricata per i bambini, vedo che la usano pertanto la reputo soddisfacente al pari delle altre.",Carina,Verified Purchase,10 people found this helpful,,,,,
Nicola P.,,"Reviewed in Italy on December 2, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,4.0 out of 5 stars,il preferito da mia figlia che segue i cartoni animati di questi personaggi. utile per i viaggi nei quali i bambini non si annoiano,il preferito,Verified Purchase,10 people found this helpful,,,,,
Gianmaria,,"Reviewed in Italy on August 19, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,"Bel gioco per i miei bimbi l' ho installato su entrambi i tablet ,gira benissimo ed è stimolante ed intuitivo.",bello,Verified Purchase,5 people found this helpful,,,,,
Rino,,"Reviewed in Italy on August 25, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Ottimo gioco. Bella grafica. Peri bambini. Gioco fluido e divertente. Livelli giusti per i più piccini. Da giocare e divertirsi,Ottimo,Verified Purchase,4 people found this helpful,,,,,
Josef Weiß,,"Reviewed in Germany on April 9, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Zu teuer entspricht nicht dem sngefebgnen xdlter. Grafik ist aber klasse,Kein Spiel und lernspass,Verified Purchase,2 people found this helpful,,,,,
AlessandraMARS,,"Reviewed in Italy on March 23, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,"considerando che si tratta di un gioco gratuito sull'amazon store e considerando che il mio piccolo adora i super pigiamini, ovviamente lo abbiamo installato e lo usiamo sul nostro kindle fire! certo non garantisce ore di divertimento essendo abbastanza ripetitivo, ma per il mio bimbo di 3 anni ha un certo fascino e riesce a giocarci in autonomia",un gioco semplice ma carino,Verified Purchase,9 people found this helpful,,,,,
a_sabbadin,,"Reviewed in Italy on May 4, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Gioco semplice ma divertente. Grafica ottima e ottima giocabilita'. Forse un po'ripetitivo per i bambini più grandi in quanto i livelli non sono difficili ma merita comunque 5 stelle. Consigliato,gioco divertente,Verified Purchase,12 people found this helpful,,,,,
alesararob,,"Reviewed in Italy on September 11, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,3.0 out of 5 stars,Gioco carino permette di scegliere uno dei tre personaggi con cui giocare. Si deve fare un percorso con vari ostacoli e pi ti dà conquistare nell assieme un gioco piacevole,Gioco carino,Verified Purchase,5 people found this helpful,,,,,
Nicola,,"Reviewed in Italy on September 29, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,"PJ Masks: Moonlight Heroes .Ho scaricato questa app per curiosità. E’ un’applicazione / gioco scaricata per i bambini, vedo che la usano pertanto la reputo soddisfacente al pari delle altre.",PJ Masks: Moonlight Heroes,Verified Purchase,6 people found this helpful,,,,,
Luisa M.,,"Reviewed in Italy on May 8, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,"Abbiamo un kindle e mio figlio è appassionatissimo di questo gioco, è gratuito e a lui piace tanto, anche perchè guarda in TV la serie di cartoni.",Ormai un must,Verified Purchase,4 people found this helpful,,,,,
Mehi,,"Reviewed in Germany on February 18, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Bin zufrieden,Bin zufrieden,Verified Purchase,9 people found this helpful,,,,,
Ila Mia,,"Reviewed in Brazil on June 27, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,4.0 out of 5 stars,"Muito legal, meus filhos adoraram. No entanto, a qualidade da impressão não é tãooo boa assim, pois as figuras para colorir parecem meio acizentadas. O traço não é tão bom. Os adesivos são a principal atração desse livrinho.",Bem legal,Verified Purchase,2 people found this helpful,,,,,
Tanja,,"Reviewed in Germany on November 29, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,2.0 out of 5 stars,Naja. Die Spiele sind alle nicht so toll. Außer man bezahlt. Immer nur eine Demoversion. Man bekommt fast keine App zum Spielen ohne dafür 5€ bis 10€ auszugeben.,Naja,Verified Purchase,11 people found this helpful,,,,,
Lello Matarazzi,,"Reviewed in Italy on February 1, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,2.0 out of 5 stars,"Poiché è un gioco gratuito, bisogna accettare che offra acquisti on line e che impegni il processore nella frenetica ricerca di risorse di rete. Pertanto, ad un certo punto la mia bimba ha notato che tutti i suoi giochi andavano a rilento e procedevano a singhiozzo.Ovviamente, ho risolto il problema disinstallando il gioco e, a conferma che la causa del rallentamento era PJ Mask, tutto ha ricominciato a funzionare normalmente. Credo che questo discorso dei giochi (apparentemente) gratuiti sia una delle più infelici trovate delle aziende produttrici. Gli effetti collaterali - come nel mio caso - possono essere disastrosi sia tecnicamente ma, soprattutto, economicamente. Alla fine si ottiene il risultato opposto a quello che ci si era prefissi: si perde il cliente. Sarebbe meglio far pagare tutto ma poco (per una app carina si rinuncia volentieri a qualche caffè) che far perdere tempo e pazienza alle persone.",CARINO MA ENERGIVORO,Verified Purchase,2 people found this helpful,,,,,
Candi_L_L_7,,"Reviewed in Spain on June 6, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,4.0 out of 5 stars,"Juego bastante entretenido de los Pj Mask a mi hija le gusta bastante, lo malo es que si quieres el juego completo tienes que pagar, solo tiene los niveles de princiante.",Juego entretenido pero solo tiene gratis los niveles de princiante.,Verified Purchase,3 people found this helpful,,,,,
D.S.,,"Reviewed in Germany on January 11, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,3.0 out of 5 stars,"Eigentlich nur 1 Level, aber dank der 3 Charaktere sind es 3, fast identische, Level.2 Sterne Abzug wegen der Eintönigkeit",PJ Masks,Verified Purchase,3 people found this helpful,,,,,
Francisco J.,,"Reviewed in Spain on January 22, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,"Buen producto, entretenido para los más peques.",Buen Producto.,Verified Purchase,,,,,,
Jens Luppa,,"Reviewed in Germany on January 25, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Top für kids,Top und schönes Spiel,Verified Purchase,,,,,,
Uwe Thiel,,"Reviewed in Germany on February 14, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Alles super,Alles super,Verified Purchase,5 people found this helpful,,,,,
Mr. Lupus,,"Reviewed in Germany on September 22, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Ein schönes Spiel für unsere 4 jährige Tochter.,Tolles Spiel für Kinder,Verified Purchase,14 people found this helpful,,,,,
Heidelinde,,"Reviewed in Germany on August 13, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Mein Enkel liebt es,Für Kinder die PJ Mask Helden sind,Verified Purchase,13 people found this helpful,,,,,
Regenbogen,,"Reviewed in Germany on January 31, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Nette App für Fans der PJ-Masks,Nette app,Verified Purchase,5 people found this helpful,,,,,
Amazon Kunde,,"Reviewed in Germany on December 19, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,4.0 out of 5 stars,Für kids in dem Alter super,Pj moonlight,Verified Purchase,3 people found this helpful,,,,,
Roy K.,,"Reviewed in Canada on February 28, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,4.0 out of 5 stars,Fun,Fun,Verified Purchase,18 people found this helpful,,,,,
Alexander Haus,,"Reviewed in Germany on January 29, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Tolles spiel,Top,Verified Purchase,5 people found this helpful,,,,,
T. Gaßner,,"Reviewed in Germany on November 13, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,"Mein Sohn spielt PJ Masks auf dem Kindle und ist begeistert.Es ist sehr nett animiert und ich bin sehr froh, dass er es nach ein paar Runden wieder beendet. Ein netter Zeitvertreib, der nicht zu sehr fesselt",Nettes Spiel für Kinder,Verified Purchase,8 people found this helpful,,,,,
Amazon Kunde,,"Reviewed in Germany on February 14, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,4.0 out of 5 stars,Top,Super Kostüme,Verified Purchase,One person found this helpful,,,,,
Hans-Dieter,,"Reviewed in Germany on January 30, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,3.0 out of 5 stars,Schönes Spiel  aber mit der Zeit langweilig.,Spiel für Keine,Verified Purchase,4 people found this helpful,,,,,
Amazon Kunde,,"Reviewed in Germany on April 10, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,1.0 out of 5 stars,Ist okay,Gut,Verified Purchase,7 people found this helpful,,,,,
sidra,,"Reviewed in the United Kingdom on May 2, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Reallyyyyyyyyyyyyy 😎,Wow,Verified Purchase,16 people found this helpful,,,,,
Nihat Yılmaz,,"Reviewed in Germany on May 20, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Genial,Top,Verified Purchase,9 people found this helpful,,,,,
mrs l,,"Reviewed in the United Kingdom on March 14, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,A simple enjoyable game. PJ mask fans will enjoy.,Simple,Verified Purchase,14 people found this helpful,,,,,
