author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Amazon Customer,/gp/profile/amzn1.account.AHSPZPNAFM6DNI6L6UYL5FQP6DKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,The best game ever!!!!,Five Stars,Verified Purchase,2 people found this helpful,7,8,Public,46892736
Whitey,/gp/profile/amzn1.account.AHB3BMUYV2EEKGZITQELL4BNWCPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,You should totally get this game,amazing,Verified Purchase,,8,14,Public,10268854
firetrucker,/gp/profile/amzn1.account.AHNQPQ6PLCAULSZ77FJH2AJH7XQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 9, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,It's the best game on kindle fire it's cheeper than ever awsome robtop. Best game ever better than minecraft awsome.,best game on kindle fire,Verified Purchase,3 people found this helpful,6,5,Public,51364921
Kindle Customer,/gp/profile/amzn1.account.AHWJKVECJL6GENABIKT4G5W6BZGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,Amazing game!!!so much fun,Awesome!!!,Verified Purchase,2 people found this helpful,2,2,Public,24707267
John A,/gp/profile/amzn1.account.AEH6TCZZ6EZWJR42BOSRON74S3EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,This is such a good game. I play it all the time. I can get 50% on time machine. So good!,SO AWESOME,Verified Purchase,One person found this helpful,8,11,Public,11829067
BattleBurger,/gp/profile/amzn1.account.AHDKEIDVB6XKQ66DBGBNPLGNNHBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 17, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,Geometry Dash is such a fun game. I love that you can create and post levels and play other people's levels. This game is very fun and I would recommend it,Geometry Dash!!,Verified Purchase,,0,3,Public,41985031
ma ky,/gp/profile/amzn1.account.AGCQVQHYBFBWRGS6FGZEPVR7OSVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 25, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,geometry dash is an awesome game I love all the characters and levels. So hard and challenging. So addicting. Get this game now you will love it and never put it down.,amazing game,Verified Purchase,2 people found this helpful,2,2,Public,60934980
Amazon Customer,/gp/profile/amzn1.account.AFCHMMYFFZJBCJHQ4MOIQQ6NCJLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,BEST GAME EVER I LOVE WHAT YOU CAN DO IN IT IT HAS A LOT OF COOL FEATURES BUY IT NOW!,AWESOMENESS,Verified Purchase,2 people found this helpful,4,2,Public,82489520
Kindle Customer,/gp/profile/amzn1.account.AECUKAN52PDHXE3CLFRGVUDVLTSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome and worth every penny,beast,Verified Purchase,3 people found this helpful,5,7,Public,41627459
Kristine A. Demchuk,/gp/profile/amzn1.account.AEJQADNMZZAX25XD7J2Q757NYOIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 11, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,I like the game because it has good math,Alex good,Verified Purchase,,19,14,Public,10537067
Flora Ismail,/gp/profile/amzn1.account.AHYJPDDCYH4O3EGOS4TLBFGHMCOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 8, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,Love this game so much so fun and not a waste of money,cool,Verified Purchase,,42,8,Public,19189000
scott jones,/gp/profile/amzn1.account.AG47IEJ4JWWSBTBNFNZY3YFIADRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,I love it all the way. Doesn't end,Best game of the year,Verified Purchase,One person found this helpful,1,5,Public,36307913
Devin,/gp/profile/amzn1.account.AEFKVHWQCNPHU55L3S2PAOJR7ZCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,This game is so.much fun and it is really cool u can create and play diffrent levels,geometry yes,Verified Purchase,3 people found this helpful,8,8,Public,37655120
Meg,/gp/profile/amzn1.account.AH45HCVDFSOBETCOWEEZG45TWYAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 22, 2017",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"Best music ,best challenge,best experience,don't spend your money on rolling sky,buy this",The best challenge game,Verified Purchase,3 people found this helpful,144,53,Public,969710
Douglas C.,/gp/profile/amzn1.account.AFYPRMN5GHUC4CJ74YP5A5LIKHKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 20, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,Great Levels. you can even make your own! It really is worth the money.,Awesome,Verified Purchase,2 people found this helpful,10,8,Public,18886273
Jack Stark,/gp/profile/amzn1.account.AG6LVAFENAR4Y2S2ZY5BFL6GLJZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 3, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,... THIS IS THE BEST GAME I EVER BOUGHT ON THE GOOGLE PLAYZ,...,Verified Purchase,One person found this helpful,3,9,Public,40306483
MusicManTex,/gp/profile/amzn1.account.AG2FWIKQFB3QSLCQL6GLZAQSD5BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,I really like this game,its awesome!,Verified Purchase,One person found this helpful,17,20,Public,4094055
Amazon Customer,/gp/profile/amzn1.account.AG4SEUJOMCJFNC76YKLBXGCVUNOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,this game is so cool you get to go to other levels if you like challenging games buy this game,awsome!!!!!!!!!!!!!!!!,Verified Purchase,One person found this helpful,1,2,Public,67567717
coltin mauler,/gp/profile/amzn1.account.AF47P3H5C7QW7DPTFR2HXZK4CP5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,This game has so many different options definitely get this game,awesome,Verified Purchase,,0,7,Public,61747946
Lovella,/gp/profile/amzn1.account.AEXJQI5FEFALIPQ2OSB7AQEJOLQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,This game is really fun. I just wish that clutterfunk wasn't so hard XD,Popular game,Verified Purchase,,3,4,Public,39473291
pd,/gp/profile/amzn1.account.AGHXEI3OICR5FHUD2GZ7FUGJU5WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,It is a rage game but addicting,Rage,Verified Purchase,5 people found this helpful,18,21,Public,19019209
MagickalMoon,/gp/profile/amzn1.account.AH6FFMTKV36SKEF3OGMSFZE6UJRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 5, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I have.this on pc SUPER fun,So.awesome,Verified Purchase,One person found this helpful,67,16,Public,2886752
this game is AWESOME,/gp/profile/amzn1.account.AHFOR5BGQ3XXTEHD2AJ5S2OSY4CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I heard about it from my freinds and now im really good and I cant wait for 2.0!,Awesome,Verified Purchase,,0,7,Public,36073183
Unknown,/gp/profile/amzn1.account.AG3XZMF5OXFEVPW5VSLDBRZPF5ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 24, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,Amazing game with great gameplay☺,Incredible,Verified Purchase,2 people found this helpful,8,5,Public,57521865
David Joseph Goppert,/gp/profile/amzn1.account.AHFCPIQCKVKR6IRQ3HFTW6WH376A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,It is so hard to do the levels but I deal. It only makes you mad for.a couple minutes. Then you try again.,love it,Verified Purchase,One person found this helpful,1,1,Public,72669299
Kyla Olson,/gp/profile/amzn1.account.AFGWJ42VAXRVIZBBPQ6KREFRPYRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 19, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I am in love with this game😍😍😍😍😍😍😍😍😍,LOVE,Verified Purchase,One person found this helpful,30,10,Public,39287566
mbush,/gp/profile/amzn1.account.AF4MID5B2XA2SRNZXNSDCCVXSYOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,its an amazing g addictive challenging game for all ages. everybody should play this game even though it doesn't really have to do with math,geomotry dash,Verified Purchase,4 people found this helpful,4,1,Public,69415381
Mom of four,/gp/profile/amzn1.account.AFGESW6QRMFPURBSAY4RZQOUIRDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,AWSOME DO DOWNLOAD,best game ever,Verified Purchase,2 people found this helpful,2,6,Public,55447274
Angelo Artale,/gp/profile/amzn1.account.AH5GB5APSDDCWDPJIXPL7AEYL5YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 30, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,It is the best game to buy.,awesome,Verified Purchase,One person found this helpful,1,2,Public,66130750
Rossy,/gp/profile/amzn1.account.AGXYDOQJNQXSQSMX4PXSXERA7AYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Great game,Geometry Dash review,Verified Purchase,One person found this helpful,1,2,Public,64034163
Tacos Are Lives,/gp/profile/amzn1.account.AEVSHDWUDS4QLKNYIZN64ZJVFGAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 9, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,10 for being great keep it up creators.,geometry dash,Verified Purchase,,384,6,Public,42966310
great and challenging,/gp/profile/amzn1.account.AEBORPJX5FU2T5GARKWES5KNN2TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 28, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,It's hard than not hard when you practice,Great and Challenging,Verified Purchase,One person found this helpful,1,2,Public,65239301
Michael M Shaffer,/gp/profile/amzn1.account.AEJBMJWPATQQPCSRKPEXTL33TREQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 8, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,I like it,Five Stars,Verified Purchase,One person found this helpful,2,16,Public,22519870
Micah Jordan,/gp/profile/amzn1.account.AGZT6GGVG66GUVFDDEWRZ7ZNMAQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 18, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,The game is really challenging so if you like games that make you mad get this game,geometry dash is awesome,Verified Purchase,One person found this helpful,1,1,Public,71396872
River Nanninga,/gp/profile/amzn1.account.AHFLVZOL2KIU4D6NJ4YESWTVT4PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Awesome,Like I said awsome,Verified Purchase,One person found this helpful,13,2,Public,43839463
milo,/gp/profile/amzn1.account.AGYOZOBUKCPIEVLNTW7DYG2HFV5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😻😻😻😻😻😻😻😻😻😻😻😻😻,boss,Verified Purchase,One person found this helpful,33,5,Public,46843142
Amazon Customer,/gp/profile/amzn1.account.AGCKKU4MW553OYMH7XEK7MJK6DAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,I love this game,Five Stars,Verified Purchase,One person found this helpful,1,1,Public,67909847
DEWUnknown36,/gp/profile/amzn1.account.AEDI5P54I2M7QIAR7ZAY2UC2ZFDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 28, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Everything is awesome! I'm ten and I play this whenever I can!,awesome,Verified Purchase,One person found this helpful,131,7,Public,15707413
Kathleen,/gp/profile/amzn1.account.AHZQL4DFLPT3GAJJNOULWJGL7BJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,One of the best games I have ever played!,fun shapes,Verified Purchase,,7,7,Public,12764816
ImAPerson,/gp/profile/amzn1.account.AEFWUNYKPEUNQ73FFYWXXU7NZFMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"Its simple yet challenging, not to mention addictive and fun",Challenging,Verified Purchase,2 people found this helpful,2,4,Public,37333525
Angela Miles,/gp/profile/amzn1.account.AG2GTZSTWIHVVYA5E2KDVWOMRDBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,Very challenging. Not a good game for the easily angered.,10/10,Verified Purchase,2 people found this helpful,15,8,Public,46386002
Michelle E Collazo,/gp/profile/amzn1.account.AEWO3O6FPMSQPGL2OPREOYEP2L5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 20, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This game is cool.,awesome game,Verified Purchase,,19,13,Public,12047150
nick schwarzer,/gp/profile/amzn1.account.AHXT65OOJ3N5R5IXQ53YXKUSXZMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,this is my favorite game of all because of the awesome music and hard levels please make more awesome improvements please,love it,Verified Purchase,,2,3,Public,62536044
m.reed,/gp/profile/amzn1.account.AF6Y2DXO2ZE4HG6QZCTZUXI32HZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 30, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,friking awesome!!! I love it,😜😜😜😜😜😜😜😜😜,Verified Purchase,One person found this helpful,9,17,Public,7687262
S. Cimo,/gp/profile/amzn1.account.AHLFVRONFZEWICCRXUZEWDQBFMKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This game is really good especially the created maps and soundtrack,😀 AWESOME,Verified Purchase,,1,8,Public,32175346
deborah,/gp/profile/amzn1.account.AHMBYNNZLKKU2BE7L7GLL2XCBOSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 26, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,Cgggggg hcgygccy gxcghcgh yoghurt b f ghy,best game ever,Verified Purchase,,12,6,Public,58552144
John R Sinclair,/gp/profile/amzn1.account.AFZUAPS2WZZV7US7JY4GN762LISA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 4, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,a w e s o m e a p p s o c o o l n e a t,kool app,Verified Purchase,One person found this helpful,1,3,Public,29630989
Reese,/gp/profile/amzn1.account.AHBKODFYYX3C7JB476HJLEPBMBZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome I'm really good at this game and I have tons of cool levels and you can hop over opsticles,This game is awesome I'm really good at this game and I have ...,Verified Purchase,,9,10,Public,4413193
sleezy.,/gp/profile/amzn1.account.AETWFCSOXDVUR7RVM7KXC6TXWLZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Pretty difficult but still fun and entertaining,Hard af,Verified Purchase,,25,14,Public,8221680
Marlon Solomon,/gp/profile/amzn1.account.AFI7NIDZ7JYPDVZANU34G4ES6PVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 29, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Love this game! Can't get enough of it. So simple yet so fun.,Five Stars,Verified Purchase,2 people found this helpful,8,9,Public,21293661
Marcia,/gp/profile/amzn1.account.AGWO7NVZU52G6VZUK6E3NAOSYTAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 19, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,I just completed Back on Track and getting ready for polargiest. The game is awesome.,Awsome,Verified Purchase,,22,7,Public,51372552
Amazon Customer,/gp/profile/amzn1.account.AHQ5AYXD42TEFQP5F7RXFBHXJS7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Awesome defeated all levels,Five Stars,Verified Purchase,One person found this helpful,1,1,Public,68576200
Spencer McGrath,/gp/profile/amzn1.account.AHVLBF7ZKH62OIQFITG3XFSRUVEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Da best game everYah,Da best,Verified Purchase,One person found this helpful,1,1,Public,66814396
